source_aits_name,sentence,L1
73_Northern_Australia_Infrastructure_Facility,"We acknowledge that GenAI systems may generate inaccurate, biased, or unintended outputs.",Impact to the public
73_Northern_Australia_Infrastructure_Facility,"To mitigate these risks, NAIF: conducts regular evaluations of AI-generated outputs for accuracy and relevance; provides employees with training to effectively and responsibly use GenAI tools; and adheres to strict data security and quality assurance processes",Monitoring measures
73_Northern_Australia_Infrastructure_Facility,NAIF is committed to continuously improving the integration and application of GenAI technologies.,Update
73_Northern_Australia_Infrastructure_Facility,"Feedback from employees and stakeholders is actively sought to refine processes, enhance transparency, and ensure alignment with public expectations.",Monitoring measures
73_Northern_Australia_Infrastructure_Facility,"For further information, please contact naif@naif.gov.au.",Contact
73_Northern_Australia_Infrastructure_Facility,NAIF acknowledges the importance of transparency and ethical responsibility in the use of AI technologies.,Compliance with AI regulations and policies
73_Northern_Australia_Infrastructure_Facility,This statement will be reviewed and updated periodically to reflect evolving practices and standards.,Update
74_Old_Parliament_House,The Museum of Australian Democracy at Old Parliament House (MoAD) is committed to continuously improving our Artificial Intelligence (AI) capabilities.,Update
74_Old_Parliament_House,"We will remain transparent as we adapt to changes in AI technology, the environment, and government policy requirements.",Update
74_Old_Parliament_House,"In this statement, we describe: How we use AI.",General introduction
74_Old_Parliament_House,Why we use AI.,Intention of AI
74_Old_Parliament_House,How we ensure quality and safety of data.,Monitoring measures
74_Old_Parliament_House,Explanations for specific terms are included in the 'definitions' section of this document.,General introduction
74_Old_Parliament_House,MoAD uses AI in some of its Corporate and Enabling works.,AI usage domains
74_Old_Parliament_House,This includes some level of AI assistance in the area of contact and data matching (refer Definitions below).,AI usage domains
74_Old_Parliament_House,Generative AI is occasionally used in the following areas: planning stages of creative work.,AI usage domains
74_Old_Parliament_House,the production of subtitles and narration for video and audio products.,AI usage domains
74_Old_Parliament_House,NB: content is always thoroughly proofed and edited by MoAD staff before publication.,Monitoring measures
74_Old_Parliament_House,generation of short form content for internal use (e.g.,AI usage domains
74_Old_Parliament_House,content or meeting summaries).,EMPTY
74_Old_Parliament_House,data analytics and reporting.,AI usage domains
74_Old_Parliament_House,cyber security monitoring and response activities.,AI usage domains
74_Old_Parliament_House,Generative AI is not used to alter historical digital assets/records.,AI usage patterns
74_Old_Parliament_House,"AI is not widely used across MoAD systems, however MoAD recognises that AI is an increasingly prevalent and critical component of many digital systems.",General introduction
74_Old_Parliament_House,MoAD uses AI for its benefits in creating business efficiencies and reducing human error.,Intention of AI
74_Old_Parliament_House,"Where AI components have been incorporated into proprietary software or IT products used by MoAD, we will consider using these components if: there is a demonstrated benefit to MoAD's audience in bodies of work; and.",AI usage patterns
74_Old_Parliament_House,the data governance and compliance requirements are met.,Compliance with AI regulations and policies
74_Old_Parliament_House,"MoAD manages the quality and safety of data through the following controls: All use of AI at MoAD is subject to strict change and risk management processes to monitor impacts of change and new features; risks are reviewed periodically with set processes in place in the occurrence that a risk elevates above our agency risk tolerance; MoAD has additional backups and audit arrangements in place to ensure the integrity and confidentiality of our data; staff undertake mandatory training upon induction, with annual refresher training to ensure they comply with quality and safety requirements of MoAD's AI policy; and.",Monitoring measures
74_Old_Parliament_House,the AI policy aligns with the AI in government policy .,Compliance with AI regulations and policies
74_Old_Parliament_House,The content on this page aligns with the Digital Transformation Agency's policy on the responsible use of AI in government outlining how the Australian government plans to leverage AI opportunities while ensuring its safe and ethical use.,Compliance with AI regulations and policies
74_Old_Parliament_House,"This statement will be reviewed annually, or when MoAD makes a significant change to its approach to AI, or when any new factor impacts this statement.",Update
74_Old_Parliament_House,"If you have any questions about MoAD's use of AI, please get in touch using our contact form .",Contact
74_Old_Parliament_House,"Artificial intelligence – Artificial intelligence (AI) is the ability of computer systems to perform tasks that typically require human intelligence, such as: learning, problem-solving, and decision-making.",Definition of AI
74_Old_Parliament_House,Contact and data matching – refers to the process of identifying and linking records that represent the same entity across different data sources.,AI usage patterns
74_Old_Parliament_House,"This ensures that information is accurate, consistent, and free from duplicates.",Monitoring measures
74_Old_Parliament_House,"Corporate and enabling – to enhance functions by automating processes, optimising resource allocation, and boosting operational efficiency.",Intention of AI
74_Old_Parliament_House,"For compliance and fraud detection, it aids in recognising patterns within records to ensure adherence to laws and regulations.",AI usage domains
74_Old_Parliament_House,"Generative AI – a type of AI that can create new content, such as text, images, videos, music, and code Last updated: 28/02/2025",Definition of AI
75_Screen_Australia,"Screen Australia is committed to safe, responsible, ethical and transparent use of Artificial Intelligence (AI) technologies in accordance with the principles outlined by the Digital Transformation Agency’s (DTA) Policy for the responsible use of AI in government (“the Policy”).",Compliance with AI regulations and policies
75_Screen_Australia,"In accordance with the requirements under the Policy, this Transparency Statement outlines Screen Australia’s approach to AI usage and adoption.",General introduction
75_Screen_Australia,"We acknowledge that AI usage and adoption is rapidly evolving, and are committed to ongoing refinement of our policies and approaches to AI.",Update
75_Screen_Australia,"Screen Australia’s accountable official who is responsible for implementing the Policy is our Chief Operating Officer, Grainne Brunsdon.",Contact
75_Screen_Australia,The accountable official’s other responsibilities include: reporting of newly identified high-risk use cases.,Monitoring measures
75_Screen_Australia,acting as Screen Australia’s contact point for AI.,Contact
101_Department_of_Parliamentary_Services,engaging with whole-of-government AI forums and processes.,AI usage patterns
75_Screen_Australia,keeping up to date with changing requirements.,Update
75_Screen_Australia,Screen Australia supports the ethical and legal use of AI technologies and services.,Compliance with AI regulations and policies
75_Screen_Australia,"We do not currently use AI technologies or services where the public may directly interact with, or be significantly impacted by, AI usage, without a human intermediary or human intervention.",Impact to the public
75_Screen_Australia,"Screen Australia currently uses AI in the domains, as defined by the DTA, of ‘service delivery’ and ‘corporate and enabling’.",AI usage domains
75_Screen_Australia,Screen Australia also employs the DTA defined usage patterns of ‘workplace productivity’ and ‘analytics for insights’.,AI usage patterns
75_Screen_Australia,Staff may access AI technologies and services in the course of their work and on work devices if the technology and service has been approved by the agency.,Compliance with AI regulations and policies
75_Screen_Australia,"In August 2024, we introduced an internal Policy on the use of Artificial Intelligence (AI) by Screen Australia Employees & Contractors , that states the terms upon which our employees and contractors will: seek approval to use AI technology and services.",Compliance with AI regulations and policies
75_Screen_Australia,use AI technology and services if approved.,Compliance with AI regulations and policies
75_Screen_Australia,"This internal policy requires staff to comply with the Australian Government’s Interim guidance on government use of public generative AI tools when using any approved AI tool, and reminds employees and contractors of their current obligations under policy, contract and applicable laws.",Compliance with AI regulations and policies
75_Screen_Australia,"The interim guidance requires staff above all to: be able to explain, justify and take ownership of their advice and decisions.",Compliance with AI regulations and policies
75_Screen_Australia,"not input anything into an AI tool that could reveal classified, personal or otherwise sensitive information.",Compliance with AI regulations and policies
75_Screen_Australia,The agency also held an internal mandatory webinar to educate Screen Australia staff about these terms of approval and usage.,Compliance with AI regulations and policies
75_Screen_Australia,"Screen Australia follows the direction of Government on the use of specific AI platforms, such as the February directive regarding DeepSeek.",Compliance with AI regulations and policies
75_Screen_Australia,"From February 2025, staff cannot access or use DeepSeek on Screen Australia devices or private devices that contain agency email access.",Compliance with AI regulations and policies
75_Screen_Australia,"Any use of AI by our stakeholders, including applicants for funding, must be consistent with Screen Australia’s Terms of Trade , the relevant program guidelines, and any applicable laws.",Compliance with AI regulations and policies
75_Screen_Australia,"In September 2024, Screen Australia published a set of AI Guiding Principles , which publicly articulates our expectations around the proposed use of AI technologies or services by Screen Australia and its stakeholders.",Compliance with AI regulations and policies
75_Screen_Australia,"These key principles are: Talent, creativity, culture and the individual.",General introduction
100_Department_of_Veterans_Affairs,Transparency.,EMPTY
101_Department_of_Parliamentary_Services,Ethical use of AI.,Compliance with AI regulations and policies
75_Screen_Australia,"Diversity, equity and inclusion.",EMPTY
31_Department_of_Finance,Fairness.,EMPTY
75_Screen_Australia,Responsibility and accountability.,Compliance with AI regulations and policies
75_Screen_Australia,"Screen Australia is continually reviewing opportunities to assist stakeholders to balance the uptake of AI as a tool for innovation and best practice, alongside the safe and responsible use of AI.",Monitoring measures
75_Screen_Australia,This includes sharing updates and insights from subject matter experts.,Update
51_Professional_Services_Review,This Transparency Statement was last updated on 24 February 2025.,Update
75_Screen_Australia,"It will be updated as Screen Australia’s approach to AI changes, and at least every 12 months.",Update
75_Screen_Australia,"For enquiries about Screen Australia’s adoption of AI, please contact [email protected]",Contact
76_Department_of_the_Prime_Minister_and_Cabinet,"The Department of the Prime Minister and Cabinet is committed to upholding the highest transparency, risk management, and governance standards to ensure responsible and ethical use.",Compliance with AI regulations and policies
76_Department_of_the_Prime_Minister_and_Cabinet,"The Department of the Prime Minister and Cabinet (PM&C) recognises the potential of Artificial Intelligence (AI) to enhance efficiency, improve decision-making, and service delivery.",General introduction
76_Department_of_the_Prime_Minister_and_Cabinet,"In adopting AI technologies, PM&C is committed to upholding the highest transparency, risk management, and governance standards to ensure responsible and ethical use.",Compliance with AI regulations and policies
76_Department_of_the_Prime_Minister_and_Cabinet,"Accountability and Oversight—PM&C's AI systems are subject to robust governance frameworks, ensuring alignment with legal, ethical, and policy obligations.",Compliance with AI regulations and policies
76_Department_of_the_Prime_Minister_and_Cabinet,"Explainability and Fairness—We use AI models that are interpretable, fair, and free from bias, with clear explanations available for decisions made using AI.",Compliance with AI regulations and policies
76_Department_of_the_Prime_Minister_and_Cabinet,Privacy and Security—Protecting personal data is paramount.,Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,AI applications comply with strict privacy and cybersecurity standards to safeguard sensitive information.,Compliance with AI regulations and policies
76_Department_of_the_Prime_Minister_and_Cabinet,"Human Oversight and Decision-Making—AI assists, not replaces, human judgment.",Monitoring measures
61_Net_Zero_Economy_Authority,"Critical decisions remain under human supervision, with mechanisms in place for review.",Monitoring measures
76_Department_of_the_Prime_Minister_and_Cabinet,"Continuous Monitoring and Improvement—AI systems are assessed for performance, fairness and transparency.",Monitoring measures
76_Department_of_the_Prime_Minister_and_Cabinet,"PM&C adheres to Australia’s AI Ethics Principles, demonstrating our commitment to protecting privacy and security and to the Digital Information Agency’s Policy for the responsible use of AI in government.",Compliance with AI regulations and policies
76_Department_of_the_Prime_Minister_and_Cabinet,"AI must be used in a manner consistent with the APS Values, Code of Conduct and Employment Principles.",Compliance with AI regulations and policies
76_Department_of_the_Prime_Minister_and_Cabinet,"In addition to Australia’s AI Ethics Principles, PM&C has adopted the following 6 AI principles: Only AI tools that are authorised for access and use within PM&C are to be deployed.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,Users must critically examine AI outputs and ensure they can justify their decisions.,Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"AI input must not include or reveal classified, sensitive, or personal information.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,AI must not be the final decision-maker on government advice and services.,Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"AI must be used in a manner consistent with the APS Values, Employment Principals and Code of Conduct.",Compliance with AI regulations and policies
76_Department_of_the_Prime_Minister_and_Cabinet,"PM&C will not use AI in any way that members of the public may directly interact with, or be significantly impacted by, without a human intermediary or intervention.PM&C provides guidance to staff, including training in AI government fundamentals, to help understand the compliance and governance arrangements and the requirement to adhere to both internal and external policies.",Compliance with AI regulations and policies
76_Department_of_the_Prime_Minister_and_Cabinet,"PM&C is dedicated to fostering public trust by ensuring AI-driven processes remain ethical, responsible, and aligned with the interests of the Australian Government while still being able to harness AI technologies.",Intention of AI
76_Department_of_the_Prime_Minister_and_Cabinet,"This statement will be reviewed annually, when PM&C makes significant changes to our approach to AI, or when any new factor impacts this statement.",Update
76_Department_of_the_Prime_Minister_and_Cabinet,For further information on PM&C’s AI governance and transparency please contact Help-ITServiceDesk@pmc.gov.au.,Contact
76_Department_of_the_Prime_Minister_and_Cabinet,Authorised by Justin Keefe.,EMPTY
76_Department_of_the_Prime_Minister_and_Cabinet,First Assistant Secretary.,EMPTY
76_Department_of_the_Prime_Minister_and_Cabinet,Digital Security and Workplace Operations Division.,EMPTY
76_Department_of_the_Prime_Minister_and_Cabinet,Department of the Prime Minister and Cabinet.,Contact
104_Parliamentary_Budget_Office,28 February 2025.,Update
77_Australian_National_Audit_Office,The policy for responsible use of artificial intelligence (AI) in government in government includes mandatory requirements to nominate accountable officials and publish AI transparency statements.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,This statement provides details of the Australian National Audit Office (ANAO) implementation of these policy requirements.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,"The ANAO is exploring how AI may be used to improve business operations by enhancing efficiency, while ensuring quality and transparency in decision-making.",Intention of AI
77_Australian_National_Audit_Office,"The ANAO will embrace emerging technologies — including AI — thoughtfully, while managing risk for safe and effective use.",Intention of AI
77_Australian_National_Audit_Office,The ANAO Use of Artificial Intelligence Policy (the policy) outlines the conditions under which ANAO staff and contractors may use AI.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,"This is to ensure the responsible, safe, and ethical use of AI, with the intention of: reducing the risk of using AI;.",Intention of AI
77_Australian_National_Audit_Office,enabling the highest ethical standards when using AI; and.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,increasing transparency in the use of AI at the ANAO.,Monitoring measures
77_Australian_National_Audit_Office,"The policy limits the use of publicly available generative AI tools (such as ChatGPT, Bing AI, and other large language models).",Compliance with AI regulations and policies
77_Australian_National_Audit_Office,It outlines staff obligations regarding the use of both publicly available AI and licensed enterprise AI.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,The policy also sets out expectations for the use of AI in audit-related activities.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,"The policy is supported by existing ANAO security frameworks, policies, and guidance.",Compliance with AI regulations and policies
77_Australian_National_Audit_Office,The ANAO is exploring how generative AI can enhance the audit process in a profession where human judgment and scepticism are fundamental to auditing standards.,AI usage domains
77_Australian_National_Audit_Office,"This work will continue through a trial of Microsoft Copilot, as well as by monitoring emerging trends and learning from the experiences of others within the APS and the broader public sector audit community, both in Australia and internationally.",Monitoring measures
77_Australian_National_Audit_Office,The ANAO uses three enterprise applications that incorporate AI: Nuix — Nuix is an eDiscovery tool used to search large unstructured data sets.,AI usage domains
77_Australian_National_Audit_Office,One of its features uses AI to identify shapes and words in images.,AI usage patterns
77_Australian_National_Audit_Office,The ANAO has been using Nuix prior to the introduction of this AI function and does not view the AI-powered image search as a risk.,Impact to the public
77_Australian_National_Audit_Office,Adobe Acrobat — This software includes an automatic form-filling function which cannot be disabled.,AI usage patterns
77_Australian_National_Audit_Office,"Given its limited use, this feature is considered low risk.",Impact to the public
77_Australian_National_Audit_Office,"Copilot — Microsoft Copilot is an AI-powered assistant embedded across the Microsoft 365 ecosystem — including Word, Excel, Outlook, PowerPoint, Teams, and other applications.",General introduction
77_Australian_National_Audit_Office,"It leverages large language models combined with the Microsoft Graph (which includes data like emails, documents, meetings, chats, and calendar events) to deliver contextually aware productivity support.",AI usage patterns
77_Australian_National_Audit_Office,The ANAO is conducting a comprehensive trial of this tool in its environment.,Update
77_Australian_National_Audit_Office,The ANAO actively monitors proposed changes to installed software within its IT environment — including and specifically for the introduction of new AI functions — to identify any potential risks before the software update is installed.,Monitoring measures
77_Australian_National_Audit_Office,The ANAO is committed to the safe and responsible use of AI products.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,All AI tools and their applications will be carefully considered to ensure there is benefit to the technology and it can be used safely and ethically.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,The ANAO does not use AI tools that interact directly with the public and considers its current use of AI within the organisation to have a low impact on the public.,Impact to the public
77_Australian_National_Audit_Office,"Given this assessment, no additional safeguards have been implemented in relation to public impact and protection.",Monitoring measures
77_Australian_National_Audit_Office,The Executive Board of Management (EBOM) is the ANAO’s primary governing body and is responsible for overseeing the use of AI.,Monitoring measures
77_Australian_National_Audit_Office,"Any AI application identified or implemented is recorded in a register and reported to the IT Strategic Committee, a sub-committee of EBOM.",Monitoring measures
77_Australian_National_Audit_Office,The Auditor-General approved the ANAO’s Use of Artificial Intelligence Policy.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,The ANAO complies with all relevant legislation and has not identified any breaches in the use of AI.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,The ANAO has: implemented all elements of the Digital Transformation Agency policy;.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,appointed the Chief Operating Officer and Chief Digital Officer as the Accountable Officials for AI within the ANAO; and.,Compliance with AI regulations and policies
77_Australian_National_Audit_Office,"a program to inform all staff of the appropriate use and risks associated with the use of generative AI through an internal communications and training program, including the implementation of mandatory AI fundamentals training.",Monitoring measures
77_Australian_National_Audit_Office,"Approved for publication by Dr Caralee McLiesh PSM, Auditor-General for Australia.",EMPTY
78_Australian_Public_Service_Commission,"The Commission is dedicated to the safe, ethical and transparent use of Artificial Intelligence technologies that accords with evolving legislation, ethical standards and public expectations.",Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,The Australian Public Service (APS) has a unique and privileged role in serving the Australian community.,General introduction
78_Australian_Public_Service_Commission,"The Commission’s work in supporting the development and delivery of policies, services and initiatives by government affect the lives of all Australians.",Impact to the public
78_Australian_Public_Service_Commission,"As such, we recognise the need to engage with AI tools in a positive and responsible manner so that we can harness their benefits in a way that maintains the trust of the public and the integrity of the APS.",Intention of AI
78_Australian_Public_Service_Commission,"As part of our commitment to integrating AI into our ways of working, the Commission is looking to approach the adoption of such technologies in a transparent, safe, accountable and ethical manner that is aligned with legislative and regulatory mandates.",Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,"In accordance with the requirements outlined within the Digital Transformation Agency’s Policy for the responsible use of AI in government , this statement provides an overview of the Commissions current use of AI and its Accountable Officials.",Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,"Our Accountable Official is the Chair of the Technology, Digital and Data Committee (the Committee), a sub-committee of our Executive Board.",Contact
78_Australian_Public_Service_Commission,"The Committee oversees the integration of effective technology, digital and data practices within the Commission to ensure that they are aligned with our strategic objectives and meet our whole-of-government and legislative obligations.",Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,"At this time, we are currently not using AI in any way that members of the public may directly interact with, or be significantly impacted by, without a human intermediary or intervention.",Impact to the public
78_Australian_Public_Service_Commission,"In our stewardship role, we recognise the need to responsibly engage with AI to inform our understanding of the opportunities and risks AI tools provide and to safely harness their potential.",Intention of AI
78_Australian_Public_Service_Commission,The Commission recognises that engaging meaningfully with AI will equip our staff with the capability and knowledge to use these tools that not only improves productivity internally but also helps us be an informed partner to support a broader capability uplift across the Australian Public Service.,Intention of AI
78_Australian_Public_Service_Commission,"We are currently investigating implementing a trial of Microsoft Co-Pilot internally to investigate how it can be used to enhance workplace productivity, through streamlining internal processes and automating routine tasks.",AI usage patterns
78_Australian_Public_Service_Commission,This trial will be undertaken within the domains of Corporate Services and the usage patterns of Workplace Productivity (as per the Digital Transformation Agency Classification Systems for AI use ).,AI usage domains
78_Australian_Public_Service_Commission,Outcomes from this trial will be used to inform the Commission’s consideration of how AI productivity tools may be used and applied within our business.,Update
78_Australian_Public_Service_Commission,We will continue to investigate the use of AI where it is aligned to our business requirements and where it makes sense for the Commission.,AI usage patterns
78_Australian_Public_Service_Commission,"For example, where it may increase productivity, is cost effective and does not jeopardise data security and integrity, and where it is consistent with how AI is being adopted more broadly in the APS.",AI usage patterns
78_Australian_Public_Service_Commission,The Commission also plays a critical stewardship role in understanding the impacts of AI on the Australian Public Service.,Impact to the public
78_Australian_Public_Service_Commission,"In our role to support the service-wide approach to uplift the capability of our people across the service, the APS Academy have developed an Artificial Intelligence course and resources that form part of APS Learn and is available to all APS staff.",AI usage patterns
78_Australian_Public_Service_Commission,Our Data and Digital Professions team further play a role in guiding and supporting the development of technical skills across the APS.,General introduction
78_Australian_Public_Service_Commission,"Additionally, the Merit Protection Commissioner publishes guidance around the use of AI-assisted recruitment tools for agencies to consider whether to use AI tools for recruitment.",Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,"The Committee forms a key part in the internal governance of AI, providing oversight in the adoption and implementation of AI across Commission.",Monitoring measures
78_Australian_Public_Service_Commission,"The Committee also ensures robust monitoring and evaluation of AI systems to ensure they are responsibly and ethically adopted, managed, and used within the Commission.",Monitoring measures
78_Australian_Public_Service_Commission,"We have established an AI Policy and a supporting governance and assurance framework that guides how AI will be considered, governed and approved for use within the Commission.",Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,"Both the Policy and Framework aligns with the advice and guidance provided by the Digital Transformation Agency and the Department of Industry, Science and Resources around the responsible and appropriate use of AI.",Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,Approval for the use of AI related tools and systems is assessed on a case-by-case basis by the Committee.,Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,"All proposed AI use cases must have a business case before proceeding, which is then evaluated against key criteria, with a risk assessment undertaken in consultation with IT Security.",Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,An AI register has been established so that use cases (when approved) can be recorded to track their progress and status.,Monitoring measures
78_Australian_Public_Service_Commission,The Commission safeguards against risks and ensures responsible AI use through releasing an annual AI Transparency Statement to provide visibility on how our use of AI is used and managed.,Monitoring measures
55_Independent_Health_and_Aged_Care_Pricing_Authority,This transparency statement was last updated on 26 February 2025.,Update
78_Australian_Public_Service_Commission,We will update this statement at least every twelve months or when: a significant change is made in our approach or use of AI;.,Update
78_Australian_Public_Service_Commission,any new decisions or other factors materially impacts the statement’s accuracy; or.,Update
78_Australian_Public_Service_Commission,"changes in the operating, regulatory or policy environment impact our use of AI.",Compliance with AI regulations and policies
78_Australian_Public_Service_Commission,"It is the intention of this statement to demonstrate the Commission’s commitment to ethical AI development, foster trust and create a strong foundation for sustainable and innovative AI practices.",Intention of AI
78_Australian_Public_Service_Commission,"For further information or enquiries around the Commission’s approach to the adoption and use of artificial intelligence, you can contact us directly at Artificial.Intelligence@apsc.gov.au .",Contact
79_National_Indigenous_Australians_Agency,"The policy for the responsible use of AI in government provides mandatory requirements for departments and agencies relating to accountable officials , and transparency statements.",Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,It sets out the Australian Government approach to embrace the opportunities of AI and provide for safe and responsible use of AI.,General introduction
79_National_Indigenous_Australians_Agency,"This page discusses NIAA’s commitment to these policy requirements and for the ethical use of AI to enhance public services for Indigenous Australians, ensuring transparency, accountability, and inclusivity.",Compliance with AI regulations and policies
79_National_Indigenous_Australians_Agency,"The policy for the responsible use of AI in government describes a family of technologies that brings together computing power, scalability, networking, connected devices and interfaces, and data.",Definition of AI
79_National_Indigenous_Australians_Agency,"AI technologies and systems built on these technologies can be programmed to perform specific tasks such as reasoning, planning, natural language processing, computer vision, audio processing, interaction, prediction and more.",Definition of AI
79_National_Indigenous_Australians_Agency,AI technologies can operate with varying levels of autonomy.,Definition of AI
79_National_Indigenous_Australians_Agency,"These potential efficiencies present opportunities for improved outcomes for service delivery, they also present risks.",Impact to the public
79_National_Indigenous_Australians_Agency,NIAA continues to review its internal policies to ensure our: AI use is appropriately governed.,Compliance with AI regulations and policies
79_National_Indigenous_Australians_Agency,"engagement with AI is confident, culturally safe and responsible.",Intention of AI
67_National_Archives_of_Australia,stakeholders have trust in our use of AI.,Impact to the public
55_Independent_Health_and_Aged_Care_Pricing_Authority,risks are identified and addressed.,Monitoring measures
100_Department_of_Veterans_Affairs,access and usage is monitored.,Monitoring measures
79_National_Indigenous_Australians_Agency,"At this time NIAA has not authorised the use of AI in any way that members of the public may directly interact with, or be significantly impacted by, without a human intermediary or intervention.",AI usage patterns
79_National_Indigenous_Australians_Agency,In September 2024 NIAA personnel gained access to a generative AI service Microsoft 365 Copilot.The usage of this service is ‘workplace productivity’ in the ‘corporate and enabling’ domain.,AI usage domains
79_National_Indigenous_Australians_Agency,All staff are required to complete internal AI fundamentals training.,Compliance with AI regulations and policies
79_National_Indigenous_Australians_Agency,NIAA is considering trialling the adoption of AI as part of the Australian Government’s commitment to digital innovation through its technical partnership with the Department of Prime Minister and Cabinet (PM&C).,General introduction
79_National_Indigenous_Australians_Agency,See the ‘Adopting emerging technologies’ section in the Data and Digital Government Strategy.,Contact
79_National_Indigenous_Australians_Agency,"NIAA outsources the provision of its ICT network infrastructure & training from PM&C, governed under terms stipulated in a signed Memorandum of Understanding (MoU).One of the terms in the MoU is NIAA will abide by PM&C’s ICT policies and procedures.",Compliance with AI regulations and policies
79_National_Indigenous_Australians_Agency,Where a statement in this document conflicts with another PM&C AI or ICT policy then the latter will take precedence.,Compliance with AI regulations and policies
79_National_Indigenous_Australians_Agency,"The governance of all NIAA’s official systems leverages PM&C ICT policies, protocols and procedures, including the PM&C AI Policy.",Compliance with AI regulations and policies
79_National_Indigenous_Australians_Agency,"The policy has been developed to align with the policy for the responsible use of AI in government, and outlines requirements for: measuring effectiveness of AI services through governance and other processes.",Compliance with AI regulations and policies
79_National_Indigenous_Australians_Agency,"maintain compliance with applicable legislation, regulation, and whole of government policies.",Compliance with AI regulations and policies
79_National_Indigenous_Australians_Agency,Please contact us if you have further enquiries.,Contact
79_National_Indigenous_Australians_Agency,"This statement was published on 19 February 2025 and will be reviewed annually, or when: there is a significant change to the agency’s approach to AI, or.",Update
79_National_Indigenous_Australians_Agency,any other new factor impacts this statement.,EMPTY
7_National_Anti_Corruption_Commission,The Digital Transformation Agency’s (DTA) Policy for the responsible use of AI in government sets out the Australian Government approach to embrace the opportunities of Artificial Intelligence (AI) technologies and promote the safe and responsible use of AI.,Compliance with AI regulations and policies
7_National_Anti_Corruption_Commission,The National Anti-Corruption Commission (NACC) is open to exploring the opportunities presented by AI technologies.,Intention of AI
7_National_Anti_Corruption_Commission,"The NACC is trialling the use of generative AI technologies, within the domain of corporate and enabling , to assist with workplace productivity.",AI usage domains
7_National_Anti_Corruption_Commission,The aim of the trial is to investigate use cases for the AI technology prior to considering further expansion.,Intention of AI
7_National_Anti_Corruption_Commission,"The NACC’s internal policy restricts the use of AI technologies for decision making, or for generating content for official use or publication before it has been reviewed by a staff member.",Compliance with AI regulations and policies
7_National_Anti_Corruption_Commission,"Prior to the further adoption of AI technologies at the NACC, we will ensure appropriate technology, process, and ethical governance is established.",Compliance with AI regulations and policies
7_National_Anti_Corruption_Commission,We will also update this statement to summarise: the intentions behind why the NACC uses AI or is considering its adoption.,Update
10_Office_of_the_Director_of_Public_Prosecutions_(CDPP),classification of AI use according to required outcomes and AI system or tool.,AI usage patterns
10_Office_of_the_Director_of_Public_Prosecutions_(CDPP),"classification of use where the public may directly interact with, or be significantly impacted by, AI without a human intermediary or intervention.",Impact to the public
10_Office_of_the_Director_of_Public_Prosecutions_(CDPP),"measures to monitor the effectiveness of deployed AI systems, such as governance or processes.",Monitoring measures
10_Office_of_the_Director_of_Public_Prosecutions_(CDPP),compliance with applicable legislation and regulation.,Compliance with AI regulations and policies
44_Cancer_Australia,efforts to identify and protect the public against negative impacts.,Impact to the public
7_National_Anti_Corruption_Commission,compliance with each requirement under the Policy for the responsible use of AI in government .,Compliance with AI regulations and policies
7_National_Anti_Corruption_Commission,The NACC will update this statement in accordance with the Australian Government’s Policy for the responsible use of AI in government: every twelve months (12) months.,Update
7_National_Anti_Corruption_Commission,when making a significant change to the agency’s approach to AI.,Update
1_Department_of_Agriculture_Fisheries_and_Forestry,when any new factor materially impacts the existing statement’s accuracy.,Update
7_National_Anti_Corruption_Commission,For further information please contact us .,Contact
7_National_Anti_Corruption_Commission,Policy updated: 17/10/2025,Update
80_Office_of_the_Official_Secretary_to_the_Governor_General,The Office of the Official Secretary to the Governor-General (the Office) is committed to the responsible and ethical use of Artificial Intelligence (AI) technologies.,Compliance with AI regulations and policies
80_Office_of_the_Official_Secretary_to_the_Governor_General,"This AI transparency statement outlines the Office’s approach to AI, aligned with the broader Commonwealth direction and the Office Cyber Security Strategy 2021-26, including: intentions behind AI use.",Intention of AI
